 STN,YYYYMMDD,   SQ,   SP,    Q,   DR,   RH,  VVN,  VVX,   NG
  260,19910312,   51,   44, 1006,    0,    0,   35,   65,    5
  260,19910313,   93,   80, 1291,    0,    0,   35,   62,    2
  260,19910314,   68,   58, 1112,    0,   -1,   35,   59,    4
  260,19910315,    0,    0,  269,    0,   -1,    4,   40,    8
  260,19910316,    7,    6,  757,    0,   -1,   20,   62,    7
  260,19910317,   -1,    0,  495,    0,   -1,   45,   62,    6
  260,19910318,    1,    1,  539,    0,    0,   17,   57,    6
  260,19910319,    0,    0,  195,   82,   57,   20,   62,    7
  260,19910320,   12,   10,  723,   17,   18,   12,   65,    7
  260,19910321,    3,    2,  696,    6,    2,   50,   72,    7
  260,19910322,   79,   64, 1313,    4,    2,   35,   84,    4
  260,19910323,   85,   69, 1434,    0,    0,   70,   82,    4
  260,19910324,  100,   81, 1528,    0,    0,   70,   80,    2
  260,19910325,   93,   75, 1671,    0,    0,   58,   75,    3
  260,19910326,   24,   19,  884,    0,    0,   65,   75,    5
  260,19910327,  112,   89, 1734,    0,    0,   68,   80,    2
  260,19910328,   10,    8,  950,    0,   -1,   45,   70,    6
  260,19910329,  105,   82, 1771,    0,    0,   58,   70,    1
  260,19910330,  103,   80, 1693,    0,    0,   35,   68,    3
  260,19910331,   25,   19, 1026,    0,   -1,   25,   63,    7
  260,19910401,    4,    3,  791,   12,    3,   30,   58,    8
  260,19910402,    9,    7,  448,    9,    2,   40,   59,    7
  260,19910403,   62,   47, 1372,    7,    1,   32,   80,    5
  260,19910404,   71,   54, 1420,   36,    5,   60,   80,    4
  260,19910405,   51,   39, 1151,    0,   -1,   58,   75,    5
  260,19910406,   65,   49, 1472,    3,    6,   56,   70,    6
  260,19910407,   52,   39, 1174,   20,   26,   60,   75,    6
  260,19910408,   48,   36, 1262,    7,    2,   56,   70,    6
  260,19910409,   93,   69, 1663,    0,    0,   40,   78,    3
  260,19910410,   92,   68, 1817,    0,    0,    0,   63,    5
  260,19910411,   96,   71, 1765,    0,    0,   57,   75,    3
  260,19910412,  118,   86, 2114,    0,    0,   65,   75,    1
  260,19910413,  110,   80, 1943,    0,    0,   50,   75,    3
  260,19910414,   92,   67, 1762,    0,    0,   28,   62,    3
  260,19910415,  115,   83, 1963,    0,    0,   50,   80,    0
  260,19910416,   29,   21, 1076,    1,    1,   70,   80,    6
  260,19910417,   47,   34, 1322,   42,   69,   35,   80,    6
  260,19910418,    9,    6,  929,   43,   32,   50,   80,    6
  260,19910419,   54,   38, 1362,    2,    1,   30,   82,    6
  260,19910420,  102,   72, 1825,    0,   -1,   75,   84,    2
  260,19910421,   90,   63, 1851,   10,   12,   58,   80,    5
  260,19910422,   60,   42, 1394,   28,   47,   40,   80,    6
  260,19910423,   37,   26, 1094,   34,   83,   60,   80,    5
  260,19910424,   59,   41, 1537,    0,    0,    9,   70,    3
  260,19910425,   82,   57, 1708,    0,   -1,   28,   65,    2
  260,19910426,   90,   62, 1768,    0,    0,   37,   62,    2
  260,19910427,  107,   73, 2035,    0,    0,   12,   59,    2
  260,19910428,   90,   61, 1897,    0,   -1,   13,   75,    2
  260,19910429,    2,    1,  753,    0,   -1,   32,   73,    7
  260,19910430,    0,    0,  631,    0,   -1,   50,   62,    8
  260,19910501,   13,    9,  832,    0,   -1,   57,   65,    7
  260,19910502,    1,    1,  579,    0,   -1,   57,   80,    7
  260,19910503,   71,   47, 1595,    6,   13,   67,   80,    6
  260,19910504,   56,   37, 1658,   37,   63,   40,   75,    7
  260,19910505,    2,    1,  751,   38,   49,   30,   82,    8
  260,19910506,    0,    0,  526,    2,    3,   30,   60,    8
  260,19910507,   -1,    0,  910,    0,   -1,   24,   62,    8
  260,19910508,   91,   60, 2277,    0,    0,   58,   82,    4
  260,19910509,  114,   74, 2248,    0,    0,   65,   80,    1
  260,19910510,   93,   60, 2173,    0,   -1,   62,   75,    2
  260,19910511,   93,   60, 2245,    0,   -1,    1,   67,    5
  260,19910512,   88,   57, 1886,    0,    0,   45,   82,    6
  260,19910513,    1,    1, 1017,   30,   29,   19,   75,    7
  260,19910514,   53,   34, 1408,   10,    6,   22,   82,    7
  260,19910515,   18,   11,  861,   41,   25,   57,   82,    5
  260,19910516,   65,   41, 1640,   11,   10,   60,   81,    6
  260,19910517,    2,    1, 1255,    0,   -1,   65,   82,    5
  260,19910518,   70,   44, 1908,    0,    0,   70,   78,    4
  260,19910519,   31,   20, 1534,    0,    0,   56,   75,    7
  260,19910520,    2,    1,  771,    0,   -1,   30,   57,    7
  260,19910521,   19,   12, 1261,    0,    0,   35,   75,    6
  260,19910522,   90,   56, 2455,    0,    0,   35,   80,    4
  260,19910523,  129,   80, 2267,    0,    0,   75,   82,    3
  260,19910524,  130,   81, 2602,    0,    0,   75,   80,    4
  260,19910525,   43,   27, 1792,    0,   -1,   20,   80,    6
  260,19910526,   19,   12, 1240,    0,   -1,   30,   82,    8
  260,19910527,    0,    0,  669,    0,   -1,   45,   75,    8
  260,19910528,   15,    9,  732,   26,    7,   38,   75,    7
  260,19910529,   74,   45, 2256,    0,    0,   40,   65,    5
  260,19910530,  132,   81, 2630,    0,    0,   45,   58,    0
  260,19910531,   34,   21, 1697,    0,    0,   12,   75,    7
  260,19910601,   78,   48, 2038,    0,    0,   73,   82,    5
  260,19910602,   87,   53, 2393,    0,    0,   67,   81,    6
  260,19910603,   10,    6,  642,   39,   27,   18,   82,    6
  260,19910604,   84,   51, 1698,   28,   50,   50,   80,    4
  260,19910605,   50,   30, 1438,    1,    2,   57,   80,    6
  260,19910606,    0,    0,  936,    0,   -1,   15,   63,    7
  260,19910607,    7,    4, 1317,   32,   20,   15,   61,    7
  260,19910608,    7,    4, 1241,    5,    3,   14,   60,    7
  260,19910609,   49,   29, 1108,   34,   58,   12,   81,    5
  260,19910610,   19,   11, 1221,   25,   17,   50,   80,    7
  260,19910611,   33,   20, 1621,    0,   -1,   63,   80,    7
  260,19910612,    0,    0,  600,   55,   90,   30,   75,    7
  260,19910613,   57,   34, 1665,   28,   56,   58,   80,    6
  260,19910614,   65,   39, 1779,    0,   -1,   57,   80,    6
  260,19910615,    0,    0,  249,  118,  173,   24,   78,    8
  260,19910616,   27,   16, 1226,   24,   72,   25,   81,    6
  260,19910617,   32,   19, 1609,    8,   62,    7,   75,    5
  260,19910618,   32,   19, 1235,   33,   63,   20,   70,    7
  260,19910619,    1,    1,  620,   90,   79,   32,   70,    8
  260,19910620,   12,    7, 1350,    0,   -1,    3,   75,    6
  260,19910621,   61,   36, 1970,   57,  136,    0,   60,    5
  260,19910622,   87,   52, 1879,    0,   -1,   59,   80,    5
  260,19910623,   37,   22, 1471,   66,  282,   20,   75,    7
  260,19910624,   15,    9, 1239,   33,   25,   30,   75,    8
  260,19910625,    0,    0,  543,  102,   67,   12,   70,    8
  260,19910626,   58,   35, 1572,   61,   88,   50,   80,    6
  260,19910627,    0,    0,  507,   59,  151,   35,   75,    8
  260,19910628,   32,   19, 1159,    1,    1,   60,   83,    6
  260,19910629,   17,   10, 1139,    0,   -1,   68,   80,    6
  260,19910630,   11,    7,  919,    8,   26,   35,   63,    8
  260,19910701,    6,    4,  923,   71,   71,    9,   63,    8
  260,19910702,   44,   26, 1796,   26,   31,   11,   65,    6
  260,19910703,  110,   66, 2357,    0,    0,    2,   72,    2
  260,19910704,  145,   87, 2793,    0,    0,   63,   80,    3
  260,19910705,  137,   83, 2569,    0,    0,   64,   80,    2
  260,19910706,   91,   55, 2172,    0,    0,   57,   80,    3
  260,19910707,  113,   68, 2490,    0,    0,   30,   65,    4
  260,19910708,   52,   31, 1786,   30,  108,   32,   65,    7
  260,19910709,   32,   19,  972,   10,   23,   57,   78,    6
  260,19910710,  119,   72, 2490,    0,    0,   40,   72,    6
  260,19910711,  135,   82, 2471,    8,   70,   57,   72,    3
  260,19910712,   67,   41, 1912,   12,   54,   58,   80,    6
  260,19910713,   12,    7,  898,   35,   26,   22,   68,    8
  260,19910714,  115,   70, 2311,   14,    5,   25,   78,    4
  260,19910715,    0,    0,  582,    4,    2,   45,   65,    7
  260,19910716,   39,   24, 1322,    9,    5,   57,   75,    6
  260,19910717,   95,   59, 2308,    0,    0,   35,   82,    5
  260,19910718,    1,    1,  541,   70,   44,   16,   65,    8
  260,19910719,    2,    1,  844,    0,   -1,   60,   72,    8
  260,19910720,   20,   12, 1327,    6,    3,   30,   65,    7
  260,19910721,   99,   62, 2244,    5,    3,    7,   75,    3
  260,19910722,  110,   69, 2368,    0,    0,   65,   80,    4
  260,19910723,  119,   74, 2485,    0,    0,   57,   75,    4
  260,19910724,   47,   30, 1277,   43,  107,   17,   80,    6
  260,19910725,   33,   21, 1623,    5,    8,   57,   75,    6
  260,19910726,   87,   55, 2045,    0,    0,    9,   72,    4
  260,19910727,   98,   62, 2252,    0,    0,   21,   63,    3
  260,19910728,  138,   88, 2456,    0,    0,   35,   80,    1
  260,19910729,  143,   91, 2546,    0,    0,   68,   80,    1
  260,19910730,  103,   66, 2061,    0,    0,   65,   75,    3
  260,19910731,   22,   14,  889,   22,   22,   25,   68,    6
  260,19910801,   78,   50, 1986,    0,    0,    0,   75,    4
  260,19910802,  118,   76, 2044,    0,   -1,    1,   75,    3
  260,19910803,   77,   50, 1862,    0,    0,    2,   68,    5
  260,19910804,   71,   46, 1410,    0,   -1,   40,   64,    3
  260,19910805,   25,   16, 1454,    0,    0,    1,   75,    6
  260,19910806,   89,   58, 1940,    0,   -1,   63,   80,    6
  260,19910807,   50,   33, 1659,    0,   -1,   58,   75,    7
  260,19910808,   21,   14,  947,    1,    1,   70,   80,    6
  260,19910809,  107,   71, 2120,    1,    1,   35,   80,    5
  260,19910810,    0,    0,  600,    0,   -1,   50,   72,    7
  260,19910811,    4,    3,  597,   23,   25,   35,   67,    7
  260,19910812,  104,   70, 2030,    0,    0,   50,   80,    5
  260,19910813,   11,    7,  777,    4,    1,    8,   80,    6
  260,19910814,   76,   51, 1741,    0,    0,    0,   63,    4
  260,19910815,  106,   72, 2118,    0,    0,   21,   65,    2
  260,19910816,   81,   55, 1746,    0,    0,   35,   80,    5
  260,19910817,   45,   31,  966,   16,   12,   30,   80,    5
  260,19910818,   78,   54, 1588,    0,   -1,   75,   82,    4
  260,19910819,   60,   41, 1612,    0,   -1,   63,   80,    6
  260,19910820,   69,   48, 1493,   12,   10,   27,   78,    5
  260,19910821,  112,   78, 2104,    0,    0,    2,   68,    2
  260,19910822,   65,   45, 1550,    3,    4,   56,   70,    5
  260,19910823,  101,   71, 1843,   12,    9,   40,   81,    5
  260,19910824,   77,   54, 1307,    0,   -1,   60,   80,    4
  260,19910825,   41,   29, 1634,    0,    0,    3,   70,    5
  260,19910826,   62,   44, 1556,    0,    0,    1,   72,    3
  260,19910827,   76,   54, 1667,    0,    0,   33,   70,    5
  260,19910828,   46,   33, 1219,    0,   -1,   60,   81,    4
  260,19910829,  125,   90, 2038,    0,    0,   65,   80,    2
  260,19910830,  126,   91, 2026,    0,    0,   59,   80,    0
  260,19910831,  125,   91, 2020,    0,    0,   50,   75,    0
  260,19910901,  122,   89, 1964,    0,    0,   45,   75,    0
  260,19910902,  103,   76, 1687,    0,    0,    6,   70,    0
  260,19910903,  115,   85, 1801,    0,    0,    6,   72,    0
  260,19910904,  102,   76, 1729,    0,    0,   38,   65,    0
  260,19910905,    3,    2,  781,    2,    2,   30,   80,    6
  260,19910906,    4,    3,  652,    0,   -1,   65,   80,    6
  260,19910907,    4,    3,  603,    0,   -1,   65,   75,    7
  260,19910908,   37,   28, 1117,    0,    0,   63,   80,    4
  260,19910909,   -1,    0,  757,    0,    0,   50,   70,    5
  260,19910910,   77,   59, 1444,    0,   -1,   28,   56,    4
  260,19910911,   18,   14,  564,    0,   -1,    8,   80,    5
  260,19910912,   70,   54, 1189,    0,    0,   75,   82,    2
  260,19910913,  117,   91, 1741,    0,    0,   70,   80,    1
  260,19910914,  102,   80, 1536,    0,    0,   50,   75,    3
  260,19910915,    1,    1,  327,   25,   13,    4,   60,    6
  260,19910916,    0,    0,  496,   39,  106,    0,   60,    6
  260,19910917,   74,   59, 1159,    0,   -1,   57,   80,    5
  260,19910918,   19,   15,  724,   15,   18,    1,   75,    8
  260,19910919,   57,   46, 1099,    0,    0,    2,   78,    5
  260,19910920,   37,   30,  767,    0,    0,   58,   75,    3
  260,19910921,  103,   84, 1415,    0,    0,   30,   59,    1
  260,19910922,   29,   24,  637,   16,   32,   50,   80,    6
  260,19910923,   10,    8,  700,   36,   22,   25,   75,    7
  260,19910924,   22,   18,  642,    4,    1,   45,   68,    7
  260,19910925,   -1,    0,  242,   69,  138,    4,   45,    8
  260,19910926,    2,    2,  279,   16,   82,    2,   80,    7
  260,19910927,    0,    0,  289,   74,  111,   22,   75,    7
  260,19910928,   57,   48, 1006,   37,    7,   20,   75,    6
  260,19910929,   14,   12,  475,   44,   26,   50,   68,    7
  260,19910930,   17,   14,  614,   69,  156,   40,   75,    7
  260,19911001,   25,   21,  528,   22,   66,   30,   80,    5
  260,19911002,   61,   53,  916,   13,   16,   50,   80,    4
  260,19911003,   32,   28,  820,    9,   19,   45,   70,    7
  260,19911004,   50,   44,  892,    0,    0,   15,   75,    4
  260,19911005,   36,   32,  957,    0,    0,   15,   59,    6
  260,19911006,   77,   68, 1091,   16,    3,   28,   83,    4
  260,19911007,   17,   15,  587,    0,    0,    8,   70,    5
  260,19911008,   35,   31,  783,    0,    0,    4,   45,    6
  260,19911009,   44,   40,  792,    0,    0,    0,   40,    5
  260,19911010,   69,   62, 1005,    0,    0,    0,   59,    4
  260,19911011,   57,   52,  933,    0,    0,   50,   65,    5
  260,19911012,    0,    0,  225,   63,   96,   20,   64,    7
  260,19911013,    0,    0,  129,   28,    9,   25,   65,    8
  260,19911014,   46,   43,  911,    0,    0,   20,   63,    4
  260,19911015,   22,   20,  654,    0,    0,    0,   61,    5
  260,19911016,   11,   10,  366,   27,   14,   10,   70,    7
  260,19911017,   34,   32,  594,   20,   34,   50,   80,    6
  260,19911018,   15,   14,  472,   64,  118,   58,   78,    6
  260,19911019,   32,   31,  543,   30,   26,   50,   75,    6
  260,19911020,   33,   32,  659,    2,    2,   70,   81,    5
  260,19911021,   39,   38,  639,    0,   -1,   68,   81,    4
  260,19911022,   29,   28,  624,    0,   -1,   64,   80,    6
  260,19911023,   -1,    0,  344,    4,    3,   56,   80,    8
  260,19911024,    0,    0,  226,    0,   -1,   68,   80,    7
  260,19911025,    0,    0,  198,    0,   -1,   45,   64,    8
  260,19911026,   89,   89,  825,    0,    0,   50,   70,    2
  260,19911027,   88,   88,  818,    0,    0,   57,   70,    1
  260,19911028,   32,   32,  479,    0,    0,   56,   65,    5
  260,19911029,   19,   19,  444,    0,    0,   56,   62,    4
  260,19911030,   18,   18,  463,    0,    0,   40,   62,    6
  260,19911031,   16,   16,  531,    0,    0,   30,   60,    7
  260,19911101,    2,    2,  328,   32,   15,   50,   64,    7
  260,19911102,   29,   30,  432,   12,   55,   28,   80,    6
  260,19911103,    0,    0,  115,   47,   65,   42,   80,    7
  260,19911104,    0,    0,  148,   76,  226,   40,   80,    6
  260,19911105,    9,   10,  364,   14,   16,   65,   80,    6
  260,19911106,   13,   14,  357,   37,   33,   35,   75,    7
  260,19911107,    0,    0,   51,   98,  159,   35,   68,    8
  260,19911108,    0,    0,  124,   69,   71,   35,   80,    7
  260,19911109,    6,    7,  213,   58,  109,   35,   75,    6
  260,19911110,   40,   44,  471,   20,   19,   50,   80,    6
  260,19911111,    0,    0,   89,  122,   77,   56,   75,    7
  260,19911112,   25,   28,  399,   30,   71,    2,   75,    6
  260,19911113,   19,   21,  347,   18,   44,   61,   80,    6
  260,19911114,   -1,    0,   96,    6,    6,   57,   75,    5
  260,19911115,   36,   41,  304,   25,   52,   28,   80,    3
  260,19911116,    6,    7,  388,    0,    0,    0,   18,    6
  260,19911117,   -1,    0,  263,    0,    0,    0,   40,    8
  260,19911118,    0,    0,   67,   57,   38,   25,   58,    8
  260,19911119,    0,    0,   70,   82,  182,   13,   42,    8
  260,19911120,    0,    0,  166,   50,   54,   40,   70,    7
  260,19911121,    0,    0,  158,    0,   -1,    3,   56,    7
  260,19911122,    0,    0,   85,   50,    5,    4,   40,    8
  260,19911123,    0,    0,   82,    0,   -1,    1,   56,    8
  260,19911124,   31,   37,  261,    0,    0,   20,   56,    3
  260,19911125,    0,    0,   68,    0,    0,    2,   50,    6
  260,19911126,    0,    0,  129,    0,   -1,   40,   56,    7
  260,19911127,   13,   16,  224,    0,   -1,   12,   50,    5
  260,19911128,   20,   24,  268,    0,    0,    3,   25,    2
  260,19911129,   51,   62,  359,    0,    0,    0,   45,    3
  260,19911130,   69,   85,  400,    0,    0,    0,   70,    2
  260,19911201,    0,    0,  129,    0,   -1,    0,   45,    8
  260,19911202,    0,    0,   61,    0,   -1,    8,   40,    8
  260,19911203,    0,    0,   69,    0,   -1,   18,   50,    8
  260,19911204,    0,    0,   57,    0,   -1,   30,   65,    8
  260,19911205,   68,   85,  394,    0,   -1,   65,   82,    2
  260,19911206,   69,   87,  385,    0,    0,   70,   80,    2
  260,19911207,    0,    0,   92,    0,    0,   70,   80,    7
  260,19911208,    0,    0,  183,    0,    0,   40,   80,    6
  260,19911209,   27,   34,  306,    0,    0,   33,   60,    4
  260,19911210,   64,   81,  343,    0,    0,   58,   70,    0
  260,19911211,   62,   79,  326,    0,    0,   59,   70,    3
  260,19911212,   25,   32,  241,    0,    0,   32,   58,    4
  260,19911213,   17,   22,  270,    0,    0,   18,   40,    3
  260,19911214,   68,   87,  340,    0,    0,   40,   67,    0
  260,19911215,   54,   70,  321,    0,    0,   50,   59,    3
